_id,Unnamed: 0,Title,Date_of_Release,Rating,Description,Up_System
1587,1587,Vicky Cristina Barcelona,2008,7.1,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",CM
1588,1588,Changeling,2008,7.7,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.,CM
1589,1589,RocknRolla,2008,7.3,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary 
",CM
1590,1590,The Reader,2008,7.6,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",CM
1591,1591,Valkyrie,2008,7.1,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",CM
1592,1592,21,2008,6.8,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",CM
1593,1593,Role Models,2008,6.8,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.,CM
1594,1594,Rambo,2008,7,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",CM
1595,1595,Body of Lies,2008,7.1,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,CM
1596,1596,Ip Man,2008,8,"During the Japanese invasion of 1937, when a wealthy martial artist is forced to leave his home and work to support his family, he reluctantly agrees to train others in the art of Wing Chun for self-defense.",CM
1597,1597,Let the Right One In,2008,7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",CM
1598,1598,Mamma Mia!,2008,6.4,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,CM
1599,1599,Get Smart,2008,6.5,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",CM
1600,1600,Death Race,2008,6.4,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,CM
1601,1601,The Happening,2008,5,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",CM
1602,1602,Madagascar: Escape 2 Africa,2008,6.7,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",CM
1603,1603,The Chronicles of Narnia: Prince Caspian,2008,6.5,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",CM
1604,1604,Revolutionary Road,2008,7.3,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,CM
1605,1605,You Don't Mess with the Zohan,2008,5.5,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,CM
1606,1606,The Dark Knight,2008,9,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",CM
1607,1607,WALLE,2008,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",CM
1608,1608,Iron Man,2008,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",CM
1609,1609,Slumdog Millionaire,2008,8,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",CM
1610,1610,Gran Torino,2008,8.1,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",CM
1611,1611,Taken,2008,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",CM
1612,1612,The Curious Case of Benjamin Button,2008,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",CM
1613,1613,Hancock,2008,6.4,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,CM
1614,1614,The Incredible Hulk,2008,6.7,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",CM
1615,1615,Twilight,2008,5.2,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",CM
1616,1616,The Hurt Locker,2008,7.6,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",CM
1617,1617,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",CM
1618,1618,Kung Fu Panda,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",CM
1619,1619,Quantum of Solace,2008,6.6,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.,CM
1620,1620,In Bruges,2008,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",CM
1621,1621,Tropic Thunder,2008,7,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",CM
1622,1622,Cloverfield,2008,7,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,CM
1623,1623,Wanted,2008,6.7,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.,CM
1624,1624,Yes Man,2008,6.8,"A man challenges himself to say ""yes"" to everything for an entire year.",CM
1625,1625,Pineapple Express,2008,7,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,CM
1626,1626,Burn After Reading,2008,7,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,CM
1627,1627,The Wrestler,2008,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",CM
1628,1628,Jumper,2008,6.1,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,CM
1629,1629,Seven Pounds,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,CM
1630,1630,Forgetting Sarah Marshall,2008,7.2,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",CM
1631,1631,Step Brothers,2008,6.9,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,CM
1632,1632,Hellboy II: The Golden Army,2008,7,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",CM
1633,1633,Vicky Cristina Barcelona,2008,7.1,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",CM
1634,1634,Changeling,2008,7.7,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.,CM
1635,1635,RocknRolla,2008,7.3,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary 
",CM
